"","Acadi","American Samo","Arche","Badland","Big Ben","Biscayn","Black Canyon of the Gunniso","Bryce Canyo","Canyonland","Capitol Ree","Carlsbad Caverns","Channel Island","Congare","Crater Lak","Cuyahoga Valle","Death Valle","Denal","Dry Tortuga","Everglade","Gates of the Arcti","Gateway Arc","Glacie","Glacier Ba","Grand Canyon","Grand Teto","Great Basi","Great Sand Dune","Great Smoky Mountain","Guadalupe Mountain","Haleakal","Hawaiʻi Volcanoe","Hot Spring","Isle Royal","Joshua Tre","Katma","Kenai Fjord","Kings Canyo","Kobuk Valle","Lake Clar","Lassen Volcani","Mammoth Cav","Mesa Verde","Mount Rainie","North Cascade","Olympi","Petrified Fores","Pinnacle","Redwood","Rocky Mountai","Saguar","Sequoi","Shenandoa","Theodore Roosevel","Virgin Island","Voyageur","Wind Cav","Wrangell–St. Elias","Yellowston","Yosemite","Zio"
"Gateway Arc",1935.23109129778,10184.0720662278,1683.79296400001,1177.16402084355,1590.80506113368,1724.08142591695,1524.75755884172,1927.77989234192,1721.3325267907,1828.92035325353,1477.1690824893,2662.59247126689,1002.03233660137,2718.75473826821,792.873448832443,2363.32967082163,4790.14532123145,1699.0461700483,1713.60596807107,4974.37047916869,0,2212.90796300008,3982.53352897145,1960.93380472597,1814.02978318975,2088.50626756206,1344.44077661935,675.896759070033,1526.32986500022,6545.85314194882,6543.73875995205,523.911869732351,1060.41158261565,2365.07456498624,5025.55367749738,4718.62971462021,2498.8174052663,5225.25066846856,4929.00750256797,2685.39434930603,394.010944606132,1614.72729387412,2718.9440380863,2715.46092439188,2867.91250948308,1787.52286339064,2733.92043737826,2885.47154729065,1336.21388347861,1969.96620232558,2519.89088242774,1031.03633392218,1423.07570873265,3336.2538751696,1117.72652549386,1241.97955971,4314.89879260399,1811.95672607334,2556.91321390216,2009.01799202873
"Glacie",3490.91028650913,8932.38960940031,1179.13678529692,1047.50028452223,2356.06731748596,3901.79231389004,1243.22712020795,1256.25522896227,1222.34677353467,1199.48996682167,2012.91016604805,1702.84908516995,3206.62817756742,904.426529626941,2668.5604646768,1414.05449733386,2730.54446304171,3814.551118044,3875.64579023673,3034.01898716033,2212.90796300008,0,1849.93481868917,1423.31916822724,615.04819352943,1091.36618663333,1407.78044817895,2878.25666315897,2024.95511533727,4862.2931411542,4912.92434065085,2344.29168838099,1875.46749855814,1674.45246277834,2863.10057572889,2583.38240449953,1383.38991686044,3262.77453701456,2810.26809010064,1097.73122691354,2594.5116872336,1365.93121470477,619.130519712828,529.388062933423,709.200577248324,1564.01977124856,1487.58778811483,1144.97305154644,1146.58409022114,1861.05663516865,1426.04435070736,3059.11563705535,814.111995833041,5546.91928380662,1551.54775805533,997.343864370324,2223.06825298797,538.042913314176,1296.97060826129,1279.89488002009
"Glacier Ba",4796.4716595644,8626.72474303419,2951.01965656928,2870.24065644477,4147.86212769637,5702.84109505545,3049.63438120586,2937.90706351889,2979.22615110362,2922.45625553557,3809.86525647936,3019.79853907701,4936.27820006085,2015.44024307946,4268.13423656701,2881.09210867917,905.966490354064,5640.39586656833,5685.19407727324,1312.73066173034,3982.53352897145,1849.93481868917,0,3086.2852661521,2434.20635894055,2710.32998367383,3235.36616872547,4614.00746297886,3813.68151404519,4470.83617557846,4588.05622721396,4179.5692140685,3345.16301121278,3163.61396878196,1046.37061048783,738.51188061829,2761.56092726929,1498.03313370302,960.742110598798,2283.32390073428,4338.55387485833,3142.48042450349,1648.6538141252,1503.9468357135,1472.69880215512,3285.33918862821,2707.84385593065,2120.25992621751,2991.08151126055,3531.18262246904,2794.78894252158,4674.81094173142,2565.5304312401,7257.71260456766,3065.21880951594,2831.37253585098,395.513753159511,2374.41803183351,2623.29797039321,2926.54991171539
"Grand Canyon",3803.3806271027,8294.11599300984,369.253116608925,1185.22249867125,1124.14713611389,3258.15859293768,480.639704287598,167.609035964552,308.149875682578,252.650047002488,830.759383226604,701.925416691895,2864.35427838551,1146.28202790027,2709.42378920209,421.597687537285,3992.1599282831,3070.46391990306,3201.03609601927,4363.75182818333,1960.93380472597,1423.31916822724,3086.2852661521,0,859.263414869099,376.121963696695,619.169641470403,2574.78342902545,813.283681784777,4591.68325934706,4584.86449671057,1742.30244491505,2350.7350085286,425.908996191959,3982.59153289008,3766.30588759538,580.516193790524,4573.06884500206,4004.12085970265,955.257428514607,2325.3491577244,349.326628097095,1440.06094073483,1587.34700711437,1619.61624087417,240.48726826659,811.536393829362,1183.10043175711,749.263544083195,448.847304332058,589.159184603565,2991.71686514605,1410.20555860041,5032.82195342406,2094.73639661588,1114.56755491854,3480.99008047012,958.419971149568,684.168296476704,159.844802824615
"Grand Teto",3375.37157429257,8832.52845035521,570.232114877458,668.335561273974,1741.52220877815,3423.81817979251,628.555194683501,693.907165689592,618.465459102362,614.912398580566,1398.47859151797,1311.33389329215,2813.74074418842,919.860701245874,2408.09845490046,977.113652562955,3327.42009215147,3305.93824373079,3387.98225789997,3645.38922106787,1814.02978318975,615.04819352943,2434.20635894055,859.263414869099,0,603.245633726567,801.875218076911,2489.58060887557,1409.98658205124,4895.94296062715,4922.22543846152,1838.81909662448,1786.11314769647,1188.5330772715,3419.50572145547,3157.53329957361,1012.3158163844,3871.40505030866,3389.20225126475,955.20163412137,2207.85400020247,753.17701793011,925.337518086336,972.902260476432,1091.44007288589,965.446844504979,1193.38442305199,1116.50358981589,568.533060547304,1274.51798614667,1051.9268578564,2766.63875264166,678.845985560126,5129.85566064244,1478.92262469194,590.625017707255,2816.47716213724,99.6037010907254,983.179981775069,738.957361982816
"Great Basi",3833.17279414882,8303.50764991961,412.022483768475,1118.93751686853,1482.31516183035,3517.84456516604,573.48465194588,242.698590630944,390.410550659385,286.096216786119,1169.03834511795,717.081964289083,3044.74976263597,789.773239315338,2786.85038330339,376.77876715945,3616.15770103568,3350.55979399112,3467.07283434573,3990.31699812086,2088.50626756206,1091.36618663333,2710.32998367383,376.121963696695,603.245633726567,0,780.410318954056,2738.30982672155,1159.13049338043,4472.20842068546,4480.90694781407,1956.50619086225,2299.83626120156,593.506425555701,3610.15270273514,3390.94272249057,445.237787051296,4198.23082693172,3628.66424272707,640.184293673737,2472.34429613082,547.375454296315,1063.99748058234,1212.97726533513,1243.75581989455,591.486149420812,665.109216577716,865.274599319105,764.079991785919,822.034886275815,478.739157080077,3104.7703828421,1251.2273929746,5279.75235098869,2013.39937348308,1038.82874615054,3105.13983453125,699.37137126868,471.724235915181,216.28622345991
"Great Sand Dune",3191.98409210625,8901.27246518392,370.871987770522,715.088658488949,963.618087297716,2744.82655682169,214.976493241785,588.759102387514,391.852509117996,500.016245421452,624.506720160911,1320.75461778365,2272.15834871885,1520.48347065217,2090.84630333337,1019.74579405208,4129.2803730169,2589.98319381241,2697.17967644814,4441.7361691827,1344.44077661935,1407.78044817895,3235.36616872547,619.169641470403,801.875218076911,780.410318954056,0,1972.54973836419,647.196245165308,5202.52584072138,5199.31554440055,1176.16344289161,1794.30651696704,1035.51829705417,4211.24838068634,3955.89215433777,1160.31849428793,4670.21050239564,4188.61880053266,1415.24414154191,1715.37784780871,270.626305762488,1673.76302735957,1757.1999502002,1851.33651431233,483.483442796523,1396.36681388744,1635.21586174056,296.47663403242,759.428057314867,1178.90722258509,2374.30741599789,1040.21630965449,4501.06290983093,1573.18926493075,670.797248537087,3618.32971937324,869.915668533228,1231.33444225144,668.118253276226
"Great Smoky Mountain",1619.58274197244,10671.4360075147,2328.23539486931,1850.78102563779,1981.83847079257,1159.84042143828,2167.0281799975,2561.2972073483,2360.25596691892,2468.82254291853,1968.26507834979,3269.4989332772,328.397225233727,3391.10187206365,640.874386678486,2988.80593234251,5393.69121549355,1226.60620835913,1175.19378592161,5542.73132636297,675.896759070033,2878.25666315897,4614.00746297886,2574.78342902545,2489.58060887557,2738.30982672155,1972.54973836419,0,2015.32284419313,7165.45528878538,7154.36425526485,877.344846368295,1440.22402994008,2958.53651488094,5660.03761790678,5345.38107004922,3132.7497026645,5796.31895056891,5549.0725890609,3348.24388452897,284.261670593812,2237.9207144175,3394.10981651874,3386.63370000471,3541.56227313152,2379.18018111184,3368.83010700552,3552.59965078135,1999.37979629861,2513.42895935315,3150.48350615863,558.461647118748,2076.34458163344,2669.01566715705,1617.68255386348,1917.0412681658,4932.20280961278,2487.76943317966,3201.04635034764,2640.44714356068
"Guadalupe Mountain",3461.26898227079,8672.40113813459,862.944424864424,1329.36934571224,334.29344093415,2511.78131940258,781.934656237302,916.432780745583,835.401187210617,902.639318281231,49.1715985694248,1378.64782687482,2259.35567053095,1948.1160483042,2319.17801350895,1201.41266233243,4716.22220034634,2299.31319600447,2446.64932341513,5051.84945533738,1526.32986500022,2024.95511533727,3813.68151404519,813.283681784777,1409.98658205124,1159.13049338043,647.196245165308,2015.32284419313,0,5221.27368825949,5193.12295679795,1137.97857852756,2263.49184291715,1052.53155485261,4753.11116364153,4517.98539371033,1368.23774729561,5274.26583392561,4753.99386489469,1768.38609657514,1815.18297815336,671.32491960047,2195.45569279444,2312.90185119463,2376.94459800137,574.536260809881,1581.90738302935,1996.34267725913,943.118863015911,532.701382909775,1366.33099991468,2513.06363669447,1675.31715238444,4289.34670528005,2099.22156635039,1298.79880873152,4203.39548131213,1490.28881285433,1487.23936928049,958.007304317317
"Haleakal",8271.29657746311,4181.04722163133,4866.11114630374,5547.72422572577,5381.8117532765,7701.97816848441,5022.92243053953,4618.26015389673,4825.70865932864,4718.95092820443,5262.18598827697,3896.28192217622,7447.63734321097,4012.69959587476,7258.64392918686,4182.83804637936,4752.50510607509,7454.6983843341,7627.56641505688,5233.15087581987,6545.85314194882,4862.2931411542,4470.83617557846,4591.68325934706,4895.94296062715,4472.20842068546,5202.52584072138,7165.45528878538,5221.27368825949,0,179.729632991412,6315.23087427491,6671.2758628807,4211.12514531845,4195.96319338222,4383.74561324349,4048.33432012452,5208.23686734514,4475.2572556063,3941.41005859699,6916.54820265589,4933.28383223038,4248.27651294039,4391.67814391771,4204.66159247805,4788.01673607047,3814.49515812549,3789.8648817004,5236.28635720624,4691.80494584191,4026.21900738205,7572.0971027965,5544.36489850321,9453.89484436117,6353.48422584756,5466.42303656481,4608.52660193116,4946.82791801759,4000.50047502802,4536.86223476194
"Hawaiʻi Volcanoe",8295.34140952391,4088.31713378661,4869.36667228349,5567.87339513555,5342.53216370541,7659.43587281973,5024.48534648043,4618.47441477497,4827.08180019275,4721.24396345666,5235.04488575881,3885.82227857867,7431.22467056975,4050.89475771633,7267.25779011151,4180.9953014068,4894.57107380875,7407.09396584521,7583.41896790905,5379.29367792106,6543.73875995205,4912.92434065085,4588.05622721396,4584.86449671057,4922.22543846152,4480.90694781407,5199.31554440055,7154.36425526485,5193.12295679795,179.729632991412,0,6297.58475828194,6703.40503481111,4196.21395589586,4343.27223245914,4523.24475482726,4051.27277933596,5359.80844475574,4620.55148525989,3967.04312779458,6909.91223581966,4929.20366635777,4302.68244636261,4452.44101593332,4266.69800828023,4775.19329080692,3819.29575592987,3823.97708767636,5244.41827206453,4666.41192490948,4027.44465510415,7572.60688323082,5577.82178023876,9402.08837656682,6387.87252741147,5486.3980119229,4737.20933490051,4976.48063157585,4009.87031669776,4536.54407585196
"Hot Spring",2388.36453973697,9801.22207129976,1546.39682592611,1309.59341306045,1126.70759147334,1587.53732847609,1386.83961593516,1753.81748689153,1566.93261023989,1674.12168598622,1090.95227311828,2422.46842052995,1133.82532087264,2677.58925218162,1255.82207020942,2163.0512478094,5029.18039627123,1472.0975222747,1549.36517278682,5260.44429354842,523.911869732351,2344.29168838099,4179.5692140685,1742.30244491505,1838.81909662448,1956.50619086225,1176.16344289161,877.344846368295,1137.97857852756,6315.23087427491,6297.58475828194,0,1554.92603049423,2104.31109992219,5205.73958309912,4917.55116316276,2316.17578082608,5505.96091588521,5138.78109130117,2590.15352384916,693.99342566848,1424.22046603291,2763.7787468494,2801.06515712162,2929.74708804397,1530.60853642696,2550.8682646518,2807.72340136314,1285.14557989646,1640.83645663357,2329.13119691287,1388.2739870398,1635.68200609125,3327.11547509104,1553.85471236958,1349.48638364188,4535.5455342632,1865.30954488623,2399.81603715418,1828.19775660304
"Isle Royal",1618.29099116391,10602.6291136986,1989.05641029255,1182.91902663289,2442.99626690557,2599.53581132995,1872.61455550942,2244.66472340719,2046.99592114445,2131.60335163715,2218.24493153355,3000.02563065249,1717.43205704922,2660.80008395947,942.13203545313,2659.71100960376,4046.86060858162,2652.06236584934,2614.92633162802,4146.10993328619,1060.41158261565,1875.46749855814,3345.16301121278,2350.7350085286,1786.11314769647,2299.83626120156,1794.30651696704,1440.22402994008,2263.49184291715,6671.2758628807,6703.40503481111,1554.92603049423,0,2774.05193126132,4381.37323077949,4049.6692951285,2744.57980119345,4400.94629434882,4234.0238597597,2738.79753645222,1229.41108125722,2026.0231868799,2486.98551463539,2399.98352776158,2583.77169967732,2273.06438391594,2953.48502775194,2881.41602901546,1601.47150298836,2550.41144062264,2778.56809920216,1344.77088707238,1127.08855504551,3943.99324709956,324.269124698605,1261.80828818622,3619.66427151215,1727.37457689405,2746.54080780712,2323.40962453585
"Joshua Tre",4226.08294979047,7869.44851366395,785.877085981628,1601.93406313983,1301.47681444741,3561.86986271466,906.462284756227,537.761082402699,727.160022200504,648.90575394646,1085.57464421233,326.471889842324,3236.56384554803,1150.35151628409,3124.97018344291,284.475477331317,4060.85181801302,3351.79251523945,3498.13140286116,4467.87867445831,2365.07456498624,1674.45246277834,3163.61396878196,425.908996191959,1188.5330772715,593.506425555701,1035.51829705417,2958.53651488094,1052.53155485261,4211.12514531845,4196.21395589586,2104.31109992219,2774.05193126132,0,3984.59666823724,3800.92921057765,411.807556325142,4661.62194041,4038.68727387597,894.702902616146,2718.92893304473,770.117754503594,1531.93448492254,1713.35905464594,1697.94236489901,580.063299023044,564.550136798364,1097.6321556826,1173.23945653572,532.572697399134,387.277265390482,3395.62328053248,1800.6004415307,5340.12160477288,2512.72468500165,1528.58309158357,3558.20611000107,1286.82330372797,553.78368342472,467.324233867861
"Katma",5788.69061562367,8189.16467980332,3900.0620829257,3899.64279578276,5084.13976917252,6743.08922102928,4014.32516084603,3848.67618468294,3920.40197561124,3850.79252005029,4754.95984662263,3783.52595433381,5982.57103805485,2850.06666879119,5309.75529040356,3714.10575130586,590.637608853279,6672.62664318174,6723.33093059521,1037.81934795472,5025.55367749738,2863.10057572889,1046.37061048783,3982.59153289008,3419.50572145547,3610.15270273514,4211.24838068634,5660.03761790678,4753.11116364153,4195.96319338222,4343.27223245914,5205.73958309912,4381.37323077949,3984.59666823724,0,343.991564277072,3572.82113078405,1031.12656328841,289.149667060915,3090.72556014121,5384.04775400179,4088.6421121137,2557.68402162991,2454.21520525881,2376.22443537454,4199.93092455601,3467.6779638255,2890.28357400276,3985.68614061091,4412.69763482985,3599.40967062851,5716.44034364654,3605.36102410396,8303.07104626241,4107.24900222384,3856.36090865035,780.510506893528,3369.87393644105,3430.84225996844,3824.06103419916
"Kenai Fjord",5445.92364490238,8435.86627507374,3658.36784271832,3608.435470386,4851.15501103076,6440.10443898707,3764.75388659995,3625.31703821285,3682.6941271029,3619.15953734526,4516.93648399314,3621.93012127049,5666.08121609688,2653.7604646412,4981.46585738895,3524.15659112101,382.664134843357,6378.90754195614,6423.0993056748,894.008568923837,4718.62971462021,2583.38240449953,738.51188061829,3766.30588759538,3157.53329957361,3390.94272249057,3955.89215433777,5345.38107004922,4517.98539371033,4383.74561324349,4523.24475482726,4917.55116316276,4049.6692951285,3800.92921057765,343.991564277072,0,3391.02742776413,971.999048502059,238.187252505981,2907.1843429383,5071.53828675714,3848.82771281999,2328.54465111476,2206.27549202175,2147.73874330715,3975.80172648016,3305.55545160352,2719.33749675889,3719.14048453836,4204.43635729973,3420.45206577871,5387.96630199901,3303.47512131211,7979.12847934557,3780.13712936032,3568.86227219034,437.502988840452,3101.95584911656,3249.67828858887,3606.69043138458
"Kings Canyo",4275.01066110891,7858.41948600139,818.164746327056,1564.16576812081,1653.50022357518,3838.46538340921,974.645379649357,571.929832199626,777.590746206546,670.616747081713,1392.37733850208,319.468910169707,3429.80215281155,746.142690260811,3217.26159713836,166.945747255935,3655.3793978539,3648.12398190969,3780.86095618034,4069.56449284058,2498.8174052663,1383.38991686044,2761.56092726929,580.516193790524,1012.3158163844,445.237787051296,1160.31849428793,3132.7497026645,1368.23774729561,4048.33432012452,4051.27277933596,2316.17578082608,2744.57980119345,411.807556325142,3572.82113078405,3391.02742776413,0,4259.29583020642,3628.61323598319,483.861702367395,2874.8540128217,896.145824075085,1147.20314839644,1339.40744308593,1305.29376060979,813.997307008241,236.089025225694,686.836884253522,1197.03641989208,894.446590447681,42.6742657499472,3523.76279511107,1681.83057690019,5613.33760271391,2455.84823198904,1483.99154115308,3155.21333084135,1100.23070889824,141.980221438395,492.308172202545
"Kobuk Valle",5591.02675372807,9118.9712683234,4412.98534554282,4212.80290102495,5608.09765589998,6938.67096889258,4497.97414114312,4420.47609508294,4446.12520063965,4397.21398453946,5266.40437762162,4513.4524176356,6099.97665420117,3513.26264120112,5341.13434089301,4378.95331120061,621.230614774361,6922.15400186025,6935.54299053139,254.896513116426,5225.25066846856,3262.77453701456,1498.03313370302,4573.06884500206,3871.40505030866,4198.23082693172,4670.21050239564,5796.31895056891,5274.26583392561,5208.23686734514,5359.80844475574,5505.96091588521,4400.94629434882,4661.62194041,1031.12656328841,971.999048502059,4259.29583020642,0,785.80481599501,3779.97880342389,5540.36818412396,4604.42681408072,3141.95730216267,2985.74842371255,2968.32464428876,4763.88922813246,4199.72343194614,3610.85404463223,4406.17910810148,5020.2502678379,4292.22767276529,5737.81568861706,3871.18330996897,8327.64079305991,4180.77024491986,4188.74523758411,1104.18353637017,3800.31621691316,4120.66710669536,4413.85861703458
"Lake Clar",5597.63698177172,8478.23567238681,3893.74165834395,3829.20273497997,5087.35234434562,6652.17233487047,3998.75412130226,3862.72180513172,3918.61875684167,3855.82583769325,4752.5561780984,3857.9277065596,5867.86981662187,2891.8238124971,5170.14790796018,3762.1393501935,303.834866504196,6596.58531471236,6636.95831893274,759.21617812781,4929.00750256797,2810.26809010064,960.742110598798,4004.12085970265,3389.20225126475,3628.66424272707,4188.61880053266,5549.0725890609,4753.99386489469,4475.2572556063,4620.55148525989,5138.78109130117,4234.0238597597,4038.68727387597,289.149667060915,238.187252505981,3628.61323598319,785.80481599501,0,3144.75418408526,5277.28874518149,4084.4033749272,2565.93089521558,2441.6077907888,2385.2606055561,4213.07385365216,3541.48656731527,2955.87811063356,3949.18347663347,4442.5124314674,3657.8710457825,5576.05083873692,3518.6508137744,8171.66149093452,3971.7278934048,3791.41952830612,617.424736149892,3332.0802498755,3487.19504749814,3844.47408283326
"Lassen Volcani",4330.01574556787,7902.28070504955,1044.37873168297,1609.30190265545,2076.65889336639,4157.30638501704,1203.31491715386,869.923007989289,1029.25348639528,926.259794257919,1784.49278421449,742.618466006764,3661.232228302,276.507946637869,3339.87165116419,624.747018296861,3173.7863083405,3990.5565176647,4107.04571676717,3593.87180533415,2685.39434930603,1097.73122691354,2283.32390073428,955.257428514607,955.20163412137,640.184293673737,1415.24414154191,3348.24388452897,1768.38609657514,3941.41005859699,3967.04312779458,2590.15352384916,2738.79753645222,894.702902616146,3090.72556014121,2907.1843429383,483.861702367395,3779.97880342389,3144.75418408526,0,3075.65202157971,1187.35553205632,706.8973186573,912.657019219257,846.141413130249,1194.17804858567,446.178214876624,228.285131441778,1349.64985726046,1344.17356944761,513.854711870399,3681.04008697566,1618.25040571797,5916.26973003722,2427.17299445193,1528.47957642505,2675.82020251864,1011.89001641987,342.59450526836,814.421527107793
"Mammoth Cav",1702.36423106332,10487.1535475034,2064.43912451098,1566.69988868537,1820.62115062699,1399.86526111073,1903.99688967084,2302.93020154553,2099.0846838465,2207.35225268439,1766.86043827959,3024.35136021107,612.509353840962,3112.45188464372,597.808373448673,2734.74223942021,5126.94226816459,1424.98842375992,1403.50810488085,5287.52245013135,394.010944606132,2594.5116872336,4338.55387485833,2325.3491577244,2207.85400020247,2472.34429613082,1715.37784780871,284.261670593812,1815.18297815336,6916.54820265589,6909.91223581966,693.99342566848,1229.41108125722,2718.92893304473,5384.04775400179,5071.53828675714,2874.8540128217,5540.36818412396,5277.28874518149,3075.65202157971,0,1983.60134657849,3110.34194265166,3102.38237813359,3257.39309651843,2138.91099485858,3110.6667533987,3277.50002413294,1726.00265671416,2294.03977206497,2894.19524513907,698.07067759855,1794.29642806211,2952.46495036115,1372.905798324,1633.34714273565,4661.00624540918,2204.66290709456,2938.24175595106,2383.16050149425
"Mesa Verde",3456.04411712354,8639.29532383239,191.660175531594,888.448220330376,1005.60863250693,2972.95436886928,168.498352648025,329.664361205653,170.136587554406,262.075238451901,668.155931542204,1050.31205168035,2533.65802020701,1323.3402320451,2360.10339437658,751.293783109659,4044.89943916086,2803.22310495183,2921.04248472203,4383.57364966639,1614.72729387412,1365.93121470477,3142.48042450349,349.326628097095,753.17701793011,547.375454296315,270.626305762488,2237.9207144175,671.32491960047,4933.28383223038,4929.20366635777,1424.22046603291,2026.0231868799,770.117754503594,4088.6421121137,3848.82771281999,896.145824075085,4604.42681408072,4084.4033749272,1187.35553205632,1983.60134657849,0,1532.23040791731,1642.82386445498,1713.30016738331,261.337968138116,1132.10311060292,1412.61656567019,437.769189121325,577.029001814792,912.694430155675,2644.84470176524,1164.01561932862,4738.96363789462,1785.00982808177,826.956476123192,3532.07062178829,841.158599698833,975.59929524482,404.793762192021
"Mount Rainie",4104.68077080701,8341.0017630364,1345.31494104583,1544.42230399381,2526.89955691121,4349.15432186893,1468.29171334484,1296.79182452147,1363.32562971947,1293.42172686113,2197.43506432553,1439.26184835286,3720.96814278622,435.394530694283,3244.67514590263,1247.46046571307,2553.76179740635,4228.5897563877,4313.09566259097,2940.94167182103,2718.9440380863,619.130519712828,1648.6538141252,1440.06094073483,925.337518086336,1063.99748058234,1673.76302735957,3394.10981651874,2195.45569279444,4248.27651294039,4302.68244636261,2763.7787468494,2486.98551463539,1531.93448492254,2557.68402162991,2328.54465111476,1147.20314839644,3141.95730216267,2565.93089521558,706.8973186573,3110.34194265166,1532.23040791731,0,209.782222985712,181.510919168107,1647.2984423055,1152.80447655644,642.403215917923,1484.81099350068,1883.06223850227,1184.98279853662,3624.97990232718,1391.04969879711,6048.19987034559,2162.71847992773,1477.07534824697,2044.0257360279,909.85497036689,1018.83197463385,1280.22068368533
"North Cascade",4011.74593566732,8506.36051433155,1452.14660916656,1539.11546940096,2646.64810576427,4378.16573302732,1560.73334061835,1435.55221239065,1477.54770983849,1418.57967742282,2310.97932482218,1638.15625256899,3714.83416969353,644.007061978767,3196.53877920851,1429.55387441855,2409.36949111526,4272.17392019775,4346.57749745922,2777.50409841123,2715.46092439188,529.388062933423,1503.9468357135,1587.34700711437,972.902260476432,1212.97726533513,1757.1999502002,3386.63370000471,2312.90185119463,4391.67814391771,4452.44101593332,2801.06515712162,2399.98352776158,1713.35905464594,2454.21520525881,2206.27549202175,1339.40744308593,2985.74842371255,2441.6077907888,912.657019219257,3102.38237813359,1642.82386445498,209.782222985712,0,188.848068489608,1781.70913071795,1357.46437000568,851.330924563337,1541.41752800792,2034.93211561352,1378.41513025975,3585.1845107121,1339.53504101962,6051.57055789409,2076.8103824185,1478.86293212647,1896.91580004654,936.144207382989,1215.41190755008,1428.26287567657
"Olympi",4197.26674476629,8324.91455476601,1525.96914546024,1690.90752028351,2708.40983743291,4512.85255717865,1647.22519290648,1477.63437970021,1544.55342856449,1474.93157425387,2378.81808787307,1587.27170667102,3869.24027190399,569.634214867954,3369.17520720731,1413.87367221629,2376.72408050593,4397.31774186534,4478.41510903828,2770.52558928217,2867.91250948308,709.200577248324,1472.69880215512,1619.61624087417,1091.44007288589,1243.75581989455,1851.33651431233,3541.56227313152,2376.94459800137,4204.66159247805,4266.69800828023,2929.74708804397,2583.77169967732,1697.94236489901,2376.22443537454,2147.73874330715,1305.29376060979,2968.32464428876,2385.2606055561,846.141413130249,3257.39309651843,1713.30016738331,181.510919168107,188.848068489608,0,1828.33991792361,1290.65511025321,742.257835914975,1655.55863213008,2061.25934890347,1341.51713464646,3754.81077724079,1511.29787247096,6201.66920458839,2260.13993813684,1626.78852666127,1868.21244113571,1067.94856386969,1172.44312673524,1459.82535227956
"Petrified Fores",3667.52106768998,8424.86639129368,401.058101465034,1148.61050108719,891.683470115146,3026.22106149255,429.667068647875,351.258874158096,347.597708497635,368.901151702979,590.615183149208,892.329209426575,2660.21141983343,1376.62955501105,2554.67310864093,650.426995709728,4191.01637189837,2834.15782001891,2967.62035013144,4549.50490088911,1787.52286339064,1564.01977124856,3285.33918862821,240.48726826659,965.446844504979,591.486149420812,483.483442796523,2379.18018111184,574.536260809881,4788.01673607047,4775.19329080692,1530.60853642696,2273.06438391594,580.063299023044,4199.93092455601,3975.80172648016,813.997307008241,4763.88922813246,4213.07385365216,1194.17804858567,2138.91099485858,261.337968138116,1647.2984423055,1781.70913071795,1828.33991792361,0,1040.15605855208,1422.28196075117,697.664961439793,319.830367459633,818.683617665529,2817.23467608564,1423.55104949545,4802.67026997624,2039.98762397043,1088.0916215063,3678.62467877448,1059.91498497358,923.082782160487,384.336247601241
"Pinnacle",4498.04377113081,7649.99859814294,1051.66947821056,1778.26109311728,1854.09817563755,4066.37691071562,1209.30069684539,807.841462754981,1012.59858288549,905.106068254001,1608.82854471397,316.487733469765,3665.74846133211,721.74995058501,3448.11989209832,390.400117726217,3587.95232144628,3871.58032055413,4007.51500535382,4020.47447784347,2733.92043737826,1487.58778811483,2707.84385593065,811.536393829362,1193.38442305199,665.109216577716,1396.36681388744,3368.83010700552,1581.90738302935,3814.49515812549,3819.29575592987,2550.8682646518,2953.48502775194,564.550136798364,3467.6779638255,3305.55545160352,236.089025225694,4199.72343194614,3541.48656731527,446.178214876624,3110.6667533987,1132.10311060292,1152.80447655644,1357.46437000568,1290.65511025321,1040.15605855208,0,588.997533262974,1425.83807992148,1086.1845084327,222.377507970425,3757.83833612956,1870.99925554592,5842.60427113783,2658.51940437842,1697.31679490499,3097.08467926773,1274.06452780385,210.209398835722,728.395635554906
"Redwood",4485.73674211736,7800.03679362937,1264.64263682946,1782.23278520109,2303.32119085452,4379.38344118836,1421.86843425757,1097.47916119055,1252.39063763042,1150.9055962452,2012.68393743526,904.081876199159,3868.33630731776,240.5487203053,3520.52125179977,839.011709988499,2998.98990238559,4215.61284267516,4330.13352467809,3432.98777004062,2885.47154729065,1144.97305154644,2120.25992621751,1183.10043175711,1116.50358981589,865.274599319105,1635.21586174056,3552.59965078135,1996.34267725913,3789.8648817004,3823.97708767636,2807.72340136314,2881.41602901546,1097.6321556826,2890.28357400276,2719.33749675889,686.836884253522,3610.85404463223,2955.87811063356,228.285131441778,3277.50002413294,1412.61656567019,642.403215917923,851.330924563337,742.257835914975,1422.28196075117,588.997533262974,0,1553.56728609948,1565.44258904802,710.659547993202,3870.11349330252,1754.62768077771,6134.76782179693,2564.2722312296,1702.72078378795,2508.56766888585,1159.44296871738,545.703432210205,1042.68148202499
